age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
26,Private,HS-grad,Never-married,Other-service,Own-child,Female,United-States,<=50K
31,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
36,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Other-service,Wife,Female,United-States,>50K
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
33,Private,Bachelors,Never-married,Sales,Not-in-family,Male,United-States,<=50K
50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
32,Federal-gov,Assoc-acdm,Never-married,Protective-serv,Not-in-family,Male,United-States,<=50K
35,Private,Bachelors,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
37,Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
44,Private,Some-college,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
57,Private,Some-college,Divorced,Handlers-cleaners,Other-relative,Male,United-States,<=50K
29,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Own-child,Female,United-States,<=50K
55,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
45,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
33,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,<=50K
26,Private,10th,Divorced,Other-service,Unmarried,Female,Germany,<=50K
23,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
41,Private,7th-8th,Separated,Craft-repair,Not-in-family,Male,Mexico,<=50K
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
34,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,<=50K
24,Private,HS-grad,Never-married,Exec-managerial,Own-child,Female,South,<=50K
23,Private,HS-grad,Never-married,Craft-repair,Other-relative,Male,United-States,<=50K
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
26,Private,Bachelors,Divorced,Tech-support,Not-in-family,Female,United-States,<=50K
58,Self-emp-not-inc,Doctorate,Married-AF-spouse,Exec-managerial,Wife,Female,United-States,>50K
52,Private,HS-grad,Widowed,Adm-clerical,Unmarried,Female,United-States,<=50K
29,Private,11th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
47,Private,11th,Married-civ-spouse,Other-service,Husband,Male,Columbia,<=50K
49,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
40,Private,11th,Widowed,Adm-clerical,Unmarried,Female,United-States,<=50K
62,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
50,Private,Bachelors,Divorced,Prof-specialty,Other-relative,Female,United-States,>50K
31,Private,HS-grad,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
48,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
24,Private,HS-grad,Never-married,Craft-repair,Unmarried,Female,United-States,<=50K
37,Private,HS-grad,Separated,Machine-op-inspct,Own-child,Male,United-States,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,Japan,>50K
36,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,India,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
41,Private,Bachelors,Never-married,Sales,Not-in-family,Female,United-States,<=50K
26,Private,Assoc-acdm,Never-married,Tech-support,Other-relative,Female,United-States,<=50K
17,Private,11th,Never-married,Sales,Own-child,Female,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
35,Private,HS-grad,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
38,Private,Bachelors,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
26,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
28,Private,Some-college,Never-married,Exec-managerial,Own-child,Female,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
36,Private,11th,Divorced,Transport-moving,Unmarried,Female,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
42,Federal-gov,10th,Married-civ-spouse,Adm-clerical,Husband,Male,Mexico,<=50K
50,Private,10th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
37,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Other-relative,Male,Cambodia,<=50K
54,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
52,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,United-States,<=50K
33,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Female,United-States,<=50K
25,Private,Some-college,Never-married,Tech-support,Other-relative,Male,United-States,<=50K
24,Private,Bachelors,Never-married,Sales,Not-in-family,Male,United-States,<=50K
26,Private,Assoc-voc,Separated,Adm-clerical,Unmarried,Female,United-States,<=50K
39,Private,HS-grad,Separated,Adm-clerical,Not-in-family,Male,United-States,>50K
59,Private,HS-grad,Divorced,Other-service,Not-in-family,Female,United-States,<=50K
29,Private,Some-college,Never-married,Adm-clerical,Unmarried,Female,United-States,<=50K
47,Private,11th,Never-married,Other-service,Own-child,Female,United-States,<=50K
64,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
26,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
62,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
24,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
25,Private,Bachelors,Never-married,Sales,Own-child,Female,United-States,<=50K
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
18,Private,Some-college,Never-married,Sales,Own-child,Female,United-States,<=50K
44,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Adm-clerical,Own-child,Male,United-States,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
37,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
65,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
43,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
45,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
24,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
19,Local-gov,Some-college,Never-married,Protective-serv,Own-child,Male,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
24,Private,HS-grad,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,Germany,<=50K
50,State-gov,HS-grad,Married-civ-spouse,Other-service,Wife,Female,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,Puerto-Rico,<=50K
39,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
44,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
45,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
32,State-gov,11th,Never-married,Protective-serv,Own-child,Male,United-States,<=50K
47,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
32,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
28,Private,HS-grad,Divorced,Sales,Other-relative,Male,United-States,<=50K
39,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,Male,Poland,>50K
21,Private,Some-college,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
73,Self-emp-not-inc,Some-college,Widowed,Farming-fishing,Not-in-family,Female,United-States,<=50K
39,Private,7th-8th,Married-civ-spouse,Other-service,Husband,Male,Mexico,<=50K
25,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
31,Private,Some-college,Married-AF-spouse,Sales,Wife,Female,United-States,<=50K
51,Private,Some-college,Divorced,Sales,Not-in-family,Female,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,<=50K
31,Private,Bachelors,Divorced,Handlers-cleaners,Own-child,Male,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,Male,United-States,<=50K
46,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,United-States,>50K
73,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,United-States,<=50K
41,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
27,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
20,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
39,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,Male,United-States,<=50K
27,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
33,Private,11th,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
36,State-gov,9th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
55,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
19,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Male,United-States,<=50K
35,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,United-States,<=50K
34,Private,5th-6th,Never-married,Machine-op-inspct,Other-relative,Male,Laos,<=50K
62,State-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,Female,United-States,<=50K
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
39,Private,9th,Married-civ-spouse,Craft-repair,Husband,Male,Mexico,<=50K
36,Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,Male,United-States,<=50K
41,Private,Bachelors,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
18,Private,HS-grad,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
61,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
20,Federal-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
27,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,United-States,<=50K
66,Private,10th,Widowed,Other-service,Unmarried,Female,United-States,<=50K
21,Private,HS-grad,Never-married,Transport-moving,Other-relative,Male,United-States,<=50K
20,Private,Some-college,Never-married,Other-service,Own-child,Female,United-States,<=50K
34,Private,Some-college,Divorced,Adm-clerical,Own-child,Male,United-States,<=50K
31,Private,HS-grad,Separated,Tech-support,Not-in-family,Female,United-States,<=50K
41,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
64,State-gov,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Male,Columbia,<=50K
32,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
30,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
22,Private,Some-college,Never-married,Farming-fishing,Own-child,Male,United-States,<=50K
53,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
50,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,Female,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
41,Self-emp-inc,11th,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
55,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
28,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,United-States,<=50K
24,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
60,Private,Some-college,Divorced,Adm-clerical,Other-relative,Female,United-States,<=50K
54,Private,10th,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
27,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
30,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,<=50K
54,Private,HS-grad,Widowed,Transport-moving,Not-in-family,Male,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
18,Private,11th,Never-married,Other-service,Own-child,Male,United-States,<=50K
55,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
37,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Female,United-States,>50K
22,Private,Some-college,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,England,>50K
38,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
35,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
21,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Other-relative,Male,United-States,<=50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,Philippines,>50K
18,Private,11th,Never-married,Sales,Own-child,Male,United-States,<=50K
26,Private,10th,Divorced,Machine-op-inspct,Own-child,Male,United-States,<=50K
48,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
51,Private,Some-college,Separated,Adm-clerical,Not-in-family,Male,United-States,>50K
52,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
32,State-gov,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,>50K
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
